N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
568200,2021-09-25 14:58:00,16198.0,United Kingdom,129,40068
551730,2021-05-04 09:52:00,16539.0,United Kingdom,66,30636
564760,2021-08-30 10:47:00,Sin identificar,United Kingdom,352,142423
551963,2021-05-05 12:52:00,13266.0,United Kingdom,258,30590
551016,2021-04-26 11:09:00,17975.0,United Kingdom,253,76585
552217,2021-05-06 15:13:00,18170.0,United Kingdom,119,30421
546668,2021-03-15 15:33:00,14735.0,United Kingdom,86,21810
574574,2021-11-04 16:42:00,Sin identificar,United Kingdom,3,1515
552967,2021-05-12 13:12:00,16006.0,United Kingdom,84,10140
547379,2021-03-22 15:13:00,12720.0,Germany,490,49832
568944,2021-09-29 14:50:00,16589.0,United Kingdom,212,24456
579949,2021-12-01 11:00:00,16700.0,United Kingdom,207,28381
568181,2021-09-25 13:42:00,17154.0,United Kingdom,490,32934
552316,2021-05-08 16:11:00,15674.0,United Kingdom,229,33471
546541,2021-03-14 15:11:00,14911.0,EIRE,231,59605
538532,2020-12-13 10:31:00,13209.0,United Kingdom,117,31885
559206,2021-07-07 11:12:00,18073.0,United Kingdom,109,12816
571312,2021-10-17 10:42:00,12474.0,Germany,480,57223
578826,2021-11-25 14:24:00,17329.0,United Kingdom,75,27975
580402,2021-12-04 11:55:00,13536.0,United Kingdom,336,65965
568715,2021-09-28 16:07:00,17783.0,United Kingdom,301,17106
537215,2020-12-05 15:38:00,12747.0,United Kingdom,108,35856
538783,2020-12-14 11:38:00,14961.0,United Kingdom,490,97670
571849,2021-10-19 12:52:00,12841.0,United Kingdom,192,19112
552948,2021-05-12 11:59:00,18136.0,United Kingdom,118,31186
576555,2021-11-15 13:01:00,17861.0,United Kingdom,223,24715
555199,2021-06-01 12:05:00,14606.0,United Kingdom,57,10937
563657,2021-08-18 10:49:00,15615.0,United Kingdom,26,5420
577054,2021-11-17 14:19:00,13815.0,Germany,96,10320
569405,2021-10-04 09:05:00,15241.0,United Kingdom,214,34492
542641,2021-01-31 11:25:00,17314.0,United Kingdom,36,20380
559327,2021-07-07 15:21:00,13681.0,United Kingdom,96,20346
559685,2021-07-11 15:22:00,12599.0,France,49,7860
540361,2021-01-06 15:41:00,13408.0,United Kingdom,274,30420
551702,2021-05-03 14:16:00,13014.0,United Kingdom,135,49485
575076,2021-11-08 13:20:00,16639.0,United Kingdom,351,78636
538854,2020-12-14 13:44:00,13102.0,United Kingdom,152,35710
552958,2021-05-12 12:49:00,15498.0,United Kingdom,152,46320
567454,2021-09-20 12:12:00,15839.0,United Kingdom,306,49118
541876,2021-01-24 10:05:00,12951.0,United Kingdom,38,11740
553718,2021-05-18 16:14:00,Sin identificar,United Kingdom,420,158812
555513,2021-06-05 10:38:00,12980.0,United Kingdom,114,89262
574882,2021-11-07 13:45:00,13599.0,United Kingdom,218,49079
552988,2021-05-12 15:17:00,14853.0,United Kingdom,34,21450
574036,2021-11-02 12:46:00,16607.0,United Kingdom,249,31320
544610,2021-02-22 10:09:00,16912.0,United Kingdom,140,35010
551962,2021-05-05 12:40:00,17955.0,United Kingdom,15,12375
556055,2021-06-08 13:33:00,14477.0,United Kingdom,200,35800
550518,2021-04-19 08:55:00,16628.0,United Kingdom,162,36065
577018,2021-11-17 12:25:00,12971.0,United Kingdom,82,16374
537844,2020-12-08 15:17:00,17999.0,United Kingdom,94,19034
572035,2021-10-20 12:03:00,14646.0,Netherlands,13392,2027792
562277,2021-08-04 10:24:00,17315.0,United Kingdom,461,19035
565146,2021-09-01 13:51:00,12415.0,Australia,144,20880
545583,2021-03-04 09:08:00,12553.0,France,125,31725
554181,2021-05-23 12:09:00,13078.0,United Kingdom,165,48670
544802,2021-02-23 13:57:00,13149.0,United Kingdom,276,37674
545901,2021-03-07 17:52:00,15834.0,United Kingdom,408,103137
545544,2021-03-03 14:56:00,14057.0,United Kingdom,459,29433
556733,2021-06-14 11:53:00,16919.0,United Kingdom,279,32536
575765,2021-11-11 11:02:00,17730.0,United Kingdom,211,32501
545652,2021-03-04 13:27:00,16414.0,United Kingdom,16,5080
564051,2021-08-22 13:32:00,14265.0,Unspecified,59,27813
550144,2021-04-14 14:14:00,16520.0,United Kingdom,139,29716
579138,2021-11-28 12:54:00,13590.0,United Kingdom,544,31314
557298,2021-06-19 13:55:00,17519.0,United Kingdom,146,20050
577038,2021-11-17 13:30:00,14796.0,United Kingdom,346,40178
545029,2021-02-25 15:27:00,14541.0,United Kingdom,20,6900
549966,2021-04-13 14:17:00,16224.0,United Kingdom,406,37574
550487,2021-04-18 14:21:00,18219.0,United Kingdom,122,20032
555530,2021-06-05 11:46:00,16923.0,United Kingdom,24,6120
559170,2021-07-06 17:31:00,16942.0,United Kingdom,86,17935
570036,2021-10-07 10:50:00,16358.0,United Kingdom,351,45979
561063,2021-07-24 14:12:00,12763.0,Japan,120,17400
544177,2021-02-16 14:27:00,13001.0,United Kingdom,945,185352
544938,2021-02-25 10:10:00,Sin identificar,United Kingdom,118,18695
556042,2021-06-08 12:44:00,14367.0,United Kingdom,412,103737
569009,2021-09-29 19:30:00,15984.0,United Kingdom,146,24320
540185,2021-01-05 13:41:00,14653.0,United Kingdom,68,13266
577175,2021-11-18 10:58:00,14849.0,United Kingdom,156,22306
560451,2021-07-19 09:50:00,14911.0,EIRE,762,152700
562778,2021-08-09 12:55:00,17591.0,United Kingdom,60,21360
540556,2021-01-10 09:58:00,Sin identificar,Israel,100,37984
567142,2021-09-16 14:55:00,14262.0,United Kingdom,262,52430
574710,2021-11-06 14:17:00,15427.0,United Kingdom,253,50651
557089,2021-06-16 15:36:00,13576.0,United Kingdom,120,34344
538071,2020-12-09 14:09:00,Sin identificar,United Kingdom,1643,726865
571255,2021-10-14 17:13:00,12454.0,Spain,1006,352834
543836,2021-02-14 10:52:00,15236.0,United Kingdom,269,32105
547245,2021-03-22 08:49:00,14632.0,United Kingdom,96,11456
563733,2021-08-18 17:57:00,18225.0,United Kingdom,339,57431
558703,2021-07-01 12:47:00,13730.0,United Kingdom,239,30675
543428,2021-02-08 11:36:00,17787.0,United Kingdom,224,44998
579747,2021-11-30 14:40:00,12528.0,Germany,151,37160
558073,2021-06-24 16:21:00,13004.0,United Kingdom,320,37176
565478,2021-09-05 11:18:00,15005.0,United Kingdom,138,19542
560434,2021-07-18 15:56:00,Sin identificar,United Kingdom,1193,295359
553215,2021-05-16 09:50:00,13408.0,United Kingdom,34,20588
541588,2021-01-19 14:43:00,14307.0,United Kingdom,310,48745
551418,2021-04-28 13:50:00,17893.0,United Kingdom,161,11225
574697,2021-11-06 13:42:00,16488.0,United Kingdom,109,14423
558183,2021-06-27 12:13:00,15996.0,United Kingdom,53,14103
551294,2021-04-27 14:43:00,13468.0,United Kingdom,94,15466
554598,2021-05-25 11:12:00,13263.0,United Kingdom,139,26004
573123,2021-10-27 16:23:00,13654.0,United Kingdom,626,89346
545228,2021-03-01 09:47:00,16078.0,United Kingdom,16,7920
575742,2021-11-11 09:46:00,14309.0,United Kingdom,180,32896
550786,2021-04-20 14:06:00,16672.0,United Kingdom,48,6000
539437,2020-12-17 14:54:00,Sin identificar,United Kingdom,1310,594649
574521,2021-11-04 13:44:00,15358.0,United Kingdom,198,37970
565388,2021-09-02 15:56:00,14415.0,United Kingdom,203,46235
568535,2021-09-27 14:00:00,15241.0,United Kingdom,46,6666
576589,2021-11-15 14:29:00,17659.0,United Kingdom,367,43779
552514,2021-05-09 16:30:00,Sin identificar,United Kingdom,421,177770
546847,2021-03-17 12:51:00,12989.0,United Kingdom,164,43740
543130,2021-02-03 15:17:00,16997.0,United Kingdom,40,7800
563573,2021-08-17 15:02:00,16734.0,United Kingdom,1,295
553131,2021-05-13 12:44:00,16401.0,United Kingdom,172,21240
571836,2021-10-19 12:10:00,18019.0,United Kingdom,7,3845
538195,2020-12-10 10:52:00,15061.0,United Kingdom,50,33750
538117,2020-12-09 15:33:00,13327.0,United Kingdom,36,6000
573106,2021-10-27 15:05:00,12626.0,Germany,137,21696
549737,2021-04-12 09:03:00,13599.0,United Kingdom,80,15880
555326,2021-06-02 11:03:00,Sin identificar,United Kingdom,49,26394
537830,2020-12-08 14:46:00,13649.0,United Kingdom,67,19780
559471,2021-07-08 13:39:00,17512.0,United Kingdom,290,23890
565225,2021-09-01 19:34:00,16808.0,United Kingdom,80,12192
565398,2021-09-02 16:50:00,15856.0,United Kingdom,487,85528
570656,2021-10-11 14:10:00,16120.0,United Kingdom,762,99684
546771,2021-03-16 15:19:00,17515.0,United Kingdom,59,20070
577325,2021-11-18 14:07:00,13094.0,United Kingdom,144,15264
552028,2021-05-05 18:09:00,13969.0,United Kingdom,37,6406
580539,2021-12-05 08:39:00,18180.0,United Kingdom,267,31073
542006,2021-01-25 11:20:00,15218.0,United Kingdom,296,58166
562255,2021-08-03 15:02:00,16607.0,United Kingdom,36,1404
549813,2021-04-12 12:16:00,17972.0,United Kingdom,37,13604
552957,2021-05-12 12:36:00,17404.0,Sweden,2794,255788
542736,2021-01-31 15:37:00,14744.0,United Kingdom,1,55
571410,2021-10-17 12:32:00,17527.0,United Kingdom,49,15115
544190,2021-02-16 16:56:00,13089.0,United Kingdom,239,19301
579134,2021-11-28 12:38:00,13115.0,United Kingdom,330,49956
561809,2021-07-29 15:12:00,16684.0,United Kingdom,600,43200
540467,2021-01-07 13:39:00,18198.0,United Kingdom,222,30054
550334,2021-04-17 14:09:00,17320.0,United Kingdom,256,45918
569330,2021-10-03 13:31:00,15311.0,United Kingdom,279,60733
542777,2021-02-01 08:31:00,14911.0,EIRE,463,79777
560024,2021-07-14 13:00:00,15005.0,United Kingdom,169,24487
570983,2021-10-13 11:57:00,14963.0,United Kingdom,268,31415
574273,2021-11-03 14:33:00,16322.0,United Kingdom,120,21308
577008,2021-11-17 12:02:00,16869.0,United Kingdom,134,13302
545713,2021-03-07 10:11:00,Sin identificar,United Kingdom,739,319795
579545,2021-11-30 10:18:00,13098.0,United Kingdom,515,93146
562775,2021-08-09 12:21:00,15078.0,United Kingdom,248,49460
556461,2021-06-12 10:15:00,13798.0,United Kingdom,558,83054
580434,2021-12-04 12:17:00,17114.0,United Kingdom,40,9089
570830,2021-10-12 13:20:00,14852.0,United Kingdom,357,64827
544296,2021-02-17 12:47:00,14298.0,United Kingdom,196,5544
542059,2021-01-25 11:59:00,16757.0,United Kingdom,81,10683
550766,2021-04-20 12:30:00,17463.0,United Kingdom,109,23425
544196,2021-02-17 09:47:00,13327.0,United Kingdom,102,20290
567912,2021-09-22 17:07:00,15555.0,United Kingdom,536,35320
573143,2021-10-27 17:56:00,13098.0,United Kingdom,810,95148
555589,2021-06-06 09:36:00,12802.0,Netherlands,314,42758
561079,2021-07-24 16:12:00,13956.0,United Kingdom,250,38660
559605,2021-07-11 11:33:00,15045.0,United Kingdom,76,34676
538361,2020-12-10 16:36:00,17757.0,United Kingdom,59,15800
559797,2021-07-12 13:31:00,12720.0,Germany,252,26704
580054,2021-12-01 13:08:00,18122.0,United Kingdom,351,44176
560182,2021-07-15 11:48:00,12971.0,United Kingdom,203,25435
561231,2021-07-26 10:20:00,15855.0,United Kingdom,151,23755
546127,2021-03-09 14:57:00,17730.0,United Kingdom,158,41118
567702,2021-09-22 09:38:00,15810.0,United Kingdom,5,3079
556632,2021-06-13 15:09:00,16987.0,United Kingdom,17,11415
555419,2021-06-03 10:20:00,15498.0,United Kingdom,2,1700
542215,2021-01-26 12:27:00,12472.0,Germany,485,82536
559421,2021-07-08 11:55:00,12648.0,Germany,160,31805
539933,2020-12-23 11:24:00,15235.0,United Kingdom,333,52959
552035,2021-05-05 18:48:00,Sin identificar,United Kingdom,2,1750
558475,2021-06-29 15:58:00,Sin identificar,United Kingdom,4137,870589
564047,2021-08-22 13:03:00,16952.0,United Kingdom,25,1050
577542,2021-11-20 14:33:00,13565.0,United Kingdom,94,13004
564710,2021-08-28 10:21:00,15625.0,United Kingdom,219,28785
566076,2021-09-09 09:13:00,12449.0,Belgium,372,108770
546387,2021-03-11 13:34:00,16766.0,United Kingdom,268,57280
536405,2020-12-01 11:32:00,14045.0,United Kingdom,128,32640
547938,2021-03-28 14:33:00,13901.0,United Kingdom,244,43390
544350,2021-02-18 10:07:00,17389.0,United Kingdom,12,9690
561675,2021-07-28 17:33:00,17483.0,United Kingdom,48,11964
546417,2021-03-13 10:48:00,14800.0,United Kingdom,536,62925
570522,2021-10-11 10:46:00,16029.0,United Kingdom,1164,207600
539564,2020-12-20 11:45:00,18092.0,United Kingdom,196,75612
567525,2021-09-21 08:56:00,18241.0,United Kingdom,36,10956
558749,2021-07-03 10:28:00,16326.0,United Kingdom,29,15534
555005,2021-05-31 09:38:00,16656.0,United Kingdom,1240,109344
578925,2021-11-27 12:13:00,17365.0,United Kingdom,359,42637
539052,2020-12-15 16:26:00,15615.0,United Kingdom,6,1770
568402,2021-09-27 10:34:00,16629.0,United Kingdom,277,18095
564526,2021-08-25 14:50:00,15805.0,United Kingdom,407,57025
550149,2021-04-14 14:37:00,13069.0,United Kingdom,214,33034
566722,2021-09-14 12:51:00,13408.0,United Kingdom,336,46652
566292,2021-09-11 15:35:00,13381.0,United Kingdom,390,52090
559141,2021-07-06 13:56:00,15311.0,United Kingdom,380,68391
565877,2021-09-07 15:13:00,15189.0,United Kingdom,133,30424
555931,2021-06-08 08:31:00,17828.0,Malta,378,83316
566429,2021-09-12 14:24:00,17865.0,United Kingdom,12,2520
578365,2021-11-24 10:46:00,15482.0,United Kingdom,794,109210
571683,2021-10-18 14:07:00,15140.0,United Kingdom,108,30140
546301,2021-03-10 15:21:00,16778.0,United Kingdom,66,9318
580322,2021-12-02 15:48:00,17567.0,United Kingdom,304,41800
538078,2020-12-09 14:25:00,16255.0,United Kingdom,173,37425
580301,2021-12-02 14:11:00,15271.0,United Kingdom,124,19208
570428,2021-10-10 14:02:00,15553.0,United Kingdom,451,43723
562141,2021-08-03 10:12:00,17389.0,United Kingdom,66,44118
538525,2020-12-13 09:39:00,12540.0,Spain,300,88101
561399,2021-07-27 10:53:00,15125.0,United Kingdom,543,104938
537142,2020-12-05 12:57:00,12748.0,United Kingdom,16,4145
556789,2021-06-14 13:40:00,15129.0,United Kingdom,3,1485
572553,2021-10-24 17:09:00,Sin identificar,United Kingdom,652,230320
577680,2021-11-21 10:51:00,17227.0,United Kingdom,129,21901
568688,2021-09-28 14:38:00,16458.0,United Kingdom,128,15766
576656,2021-11-16 10:57:00,15687.0,United Kingdom,24,3000
541265,2021-01-16 16:23:00,17609.0,United Kingdom,225,43004
537899,2020-12-09 10:44:00,12755.0,Japan,1488,379440
574963,2021-11-08 10:27:00,12919.0,United Kingdom,178,33612
539144,2020-12-16 11:36:00,12980.0,United Kingdom,100,88932
580139,2021-12-02 09:10:00,17157.0,United Kingdom,70,15754
548447,2021-03-31 10:53:00,17315.0,United Kingdom,147,20575
569670,2021-10-05 13:47:00,14730.0,United Kingdom,217,43541
563930,2021-08-21 15:43:00,Sin identificar,United Kingdom,6,1002
546429,2021-03-13 15:25:00,17611.0,United Kingdom,373,37137
561024,2021-07-24 10:35:00,12916.0,United Kingdom,263,69337
577295,2021-11-18 12:46:00,12682.0,France,157,37468
567377,2021-09-20 09:55:00,17450.0,United Kingdom,186,95790
558611,2021-06-30 15:35:00,16475.0,United Kingdom,34,5790
577544,2021-11-20 14:43:00,17758.0,United Kingdom,353,67321
557662,2021-06-21 17:51:00,13630.0,United Kingdom,4,770
560876,2021-07-21 15:14:00,12626.0,Germany,522,115906
547393,2021-03-22 16:35:00,Sin identificar,United Kingdom,15,1425
565738,2021-09-06 12:30:00,14667.0,United Kingdom,277,58280
547004,2021-03-18 14:14:00,17419.0,United Kingdom,117,32175
576893,2021-11-17 08:29:00,12481.0,Germany,153,18680
576783,2021-11-16 13:38:00,13447.0,United Kingdom,235,47513
577615,2021-11-21 10:22:00,12658.0,Germany,320,68605
579447,2021-11-29 13:46:00,14390.0,United Kingdom,281,63646
558111,2021-06-26 16:06:00,17114.0,United Kingdom,7,4550
577480,2021-11-20 11:37:00,14525.0,United Kingdom,539,99662
574942,2021-11-07 17:50:00,15330.0,United Kingdom,568,39456
545695,2021-03-06 14:15:00,17050.0,United Kingdom,352,84137
537799,2020-12-08 13:07:00,15916.0,United Kingdom,55,14295
573323,2021-10-30 10:54:00,15708.0,United Kingdom,230,66381
572105,2021-10-20 17:00:00,15187.0,United Kingdom,24,30600
541609,2021-01-20 10:11:00,15938.0,United Kingdom,32,7490
550325,2021-04-17 13:04:00,15745.0,United Kingdom,127,30285
579848,2021-11-30 16:23:00,18179.0,United Kingdom,404,22058
550939,2021-04-21 15:25:00,16146.0,United Kingdom,211,38569
563934,2021-08-21 16:02:00,15313.0,United Kingdom,25,5200
575384,2021-11-09 15:17:00,17690.0,United Kingdom,181,50453
540509,2021-01-09 11:27:00,14800.0,United Kingdom,412,53799
553731,2021-05-19 08:26:00,12481.0,Germany,429,73896
538518,2020-12-12 16:14:00,14505.0,United Kingdom,511,105035
580983,2021-12-06 16:26:00,Sin identificar,United Kingdom,1651,611403
562711,2021-08-08 14:53:00,16788.0,United Kingdom,124,30031
549124,2021-04-06 14:03:00,16672.0,United Kingdom,150,48090
553505,2021-05-17 13:27:00,12949.0,United Kingdom,350,67780
542836,2021-02-01 11:31:00,16745.0,United Kingdom,172,23930
558368,2021-06-28 15:36:00,14329.0,United Kingdom,803,96008
567901,2021-09-22 16:28:00,Sin identificar,United Kingdom,395,148543
540095,2021-01-04 15:40:00,14553.0,United Kingdom,131,20194
551035,2021-04-26 11:34:00,15065.0,United Kingdom,173,63274
562602,2021-08-08 10:11:00,12865.0,Austria,550,98138
564332,2021-08-24 14:02:00,14407.0,United Kingdom,122,35462
575750,2021-11-11 10:29:00,12600.0,Germany,161,37958
567530,2021-09-21 09:33:00,12390.0,Belgium,353,54984
544143,2021-02-16 11:58:00,15759.0,United Kingdom,20,8780
570884,2021-10-13 10:09:00,17315.0,United Kingdom,92,27378
571853,2021-10-19 13:23:00,14306.0,United Kingdom,158,39038
580097,2021-12-01 14:58:00,14216.0,United Kingdom,70,44831
539076,2020-12-16 08:03:00,16525.0,United Kingdom,96,39100
537859,2020-12-08 16:11:00,14030.0,United Kingdom,96,67055
554682,2021-05-25 16:08:00,14085.0,United Kingdom,170,31150
556502,2021-06-13 08:43:00,13761.0,United Kingdom,224,49171
553199,2021-05-15 15:13:00,17758.0,United Kingdom,112,17671
579916,2021-12-01 08:57:00,15187.0,United Kingdom,72,40296
557328,2021-06-20 09:53:00,14646.0,Netherlands,61,15467
575220,2021-11-09 11:19:00,17511.0,United Kingdom,1400,250600
564334,2021-08-24 14:19:00,15812.0,United Kingdom,181,21390
576786,2021-11-16 13:53:00,16999.0,United Kingdom,153,23899
544833,2021-02-24 10:10:00,15974.0,United Kingdom,388,76924
568712,2021-09-28 15:50:00,17841.0,United Kingdom,303,74810
578248,2021-11-23 12:40:00,16255.0,United Kingdom,306,43712
546761,2021-03-16 14:02:00,17858.0,United Kingdom,84,43220
555414,2021-06-03 10:06:00,16230.0,United Kingdom,170,26610
558319,2021-06-28 11:53:00,Sin identificar,United Kingdom,41,26173
536946,2020-12-03 12:28:00,13013.0,United Kingdom,363,84194
576904,2021-11-17 09:25:00,14931.0,Channel Islands,78,21163
570660,2021-10-11 14:18:00,14866.0,United Kingdom,1570,393094
542899,2021-02-01 14:12:00,17376.0,United Kingdom,35,10585
541362,2021-01-17 14:49:00,17730.0,United Kingdom,262,31148
572300,2021-10-23 14:40:00,18005.0,United Kingdom,49,13997
579741,2021-11-30 14:33:00,16910.0,United Kingdom,95,16359
569766,2021-10-06 11:24:00,14849.0,United Kingdom,370,39357
550033,2021-04-14 11:45:00,15005.0,United Kingdom,116,19396
551895,2021-05-05 10:22:00,12877.0,United Kingdom,28,8940
560269,2021-07-17 14:32:00,16168.0,United Kingdom,76,14816
540185,2021-01-05 13:40:00,14653.0,United Kingdom,237,21215
556460,2021-06-12 09:56:00,14276.0,United Kingdom,296,37920
545603,2021-03-04 11:49:00,15827.0,United Kingdom,14,3810
564049,2021-08-22 13:30:00,17585.0,United Kingdom,629,31955
555263,2021-06-01 15:47:00,15192.0,United Kingdom,441,42299
539421,2020-12-17 14:21:00,14016.0,EIRE,374,75374
566426,2021-09-12 14:23:00,17865.0,United Kingdom,484,66324
563239,2021-08-15 10:02:00,15048.0,United Kingdom,51,6808
540462,2021-01-07 12:45:00,16779.0,United Kingdom,195,43495
544317,2021-02-17 14:51:00,18138.0,United Kingdom,38,15265
539716,2020-12-21 12:57:00,17990.0,United Kingdom,52,14800
546182,2021-03-10 10:53:00,14334.0,United Kingdom,249,36653
573581,2021-10-31 14:22:00,14911.0,EIRE,392,59691
537419,2020-12-06 15:14:00,13495.0,United Kingdom,209,51095
569400,2021-10-04 08:30:00,17381.0,United Kingdom,110,23100
579196,2021-11-28 15:54:00,14096.0,United Kingdom,2106,810772
576224,2021-11-14 13:08:00,15458.0,United Kingdom,156,16164
538011,2020-12-09 12:24:00,14896.0,United Kingdom,184,25722
554694,2021-05-25 17:06:00,Sin identificar,United Kingdom,549,221687
562343,2021-08-04 12:13:00,17381.0,United Kingdom,1208,37632
547053,2021-03-20 12:08:00,13001.0,United Kingdom,244,49984
559032,2021-07-05 14:53:00,17511.0,United Kingdom,1502,215644
536834,2020-12-02 17:51:00,14576.0,United Kingdom,12,3540
557313,2021-06-19 15:56:00,13524.0,United Kingdom,30,8850
577022,2021-11-17 12:42:00,13668.0,United Kingdom,195,33155
571214,2021-10-14 12:56:00,14390.0,United Kingdom,451,87980
572617,2021-10-25 11:52:00,18272.0,United Kingdom,331,60425
574331,2021-11-04 09:24:00,13178.0,United Kingdom,264,26226
540993,2021-01-13 09:23:00,13284.0,United Kingdom,91,20119
536846,2020-12-02 19:59:00,14573.0,United Kingdom,134,41310
537863,2020-12-08 16:29:00,14030.0,United Kingdom,1,595
575737,2021-11-11 08:59:00,14789.0,United Kingdom,116,19764
541483,2021-01-18 12:40:00,15395.0,United Kingdom,17,10745
571652,2021-10-18 12:17:00,Sin identificar,Hong Kong,236,42342
547912,2021-03-28 12:27:00,18010.0,United Kingdom,60,17480
576074,2021-11-13 16:14:00,13178.0,United Kingdom,168,30648
572096,2021-10-20 15:20:00,16813.0,United Kingdom,189,24455
564437,2021-08-25 12:10:00,13320.0,United Kingdom,361,47254
571283,2021-10-16 13:51:00,16533.0,United Kingdom,375,61089
580129,2021-12-01 18:03:00,17426.0,United Kingdom,447,63421
547839,2021-03-27 10:54:00,12916.0,United Kingdom,280,64978
576076,2021-11-13 16:18:00,14382.0,United Kingdom,1237,62607
555011,2021-05-31 10:43:00,16168.0,United Kingdom,20,7500
556803,2021-06-14 14:57:00,Sin identificar,United Kingdom,459,227439
558035,2021-06-24 12:30:00,15258.0,United Kingdom,64,30750
578704,2021-11-25 11:12:00,18172.0,United Kingdom,160,40800
545015,2021-02-25 13:40:00,13742.0,United Kingdom,51,17605
578373,2021-11-24 11:19:00,17451.0,United Kingdom,286,33973
558768,2021-07-03 13:33:00,15952.0,United Kingdom,21,9515
543993,2021-02-15 10:40:00,17612.0,United Kingdom,178,30546
578273,2021-11-23 13:41:00,14335.0,Germany,39,10901
557570,2021-06-21 10:48:00,15998.0,United Kingdom,269,32984
540828,2021-01-11 14:36:00,Sin identificar,United Kingdom,24,14534
543555,2021-02-10 10:18:00,17686.0,United Kingdom,616,159261
550777,2021-04-20 13:35:00,16558.0,United Kingdom,371,30716
551525,2021-05-01 12:37:00,14667.0,United Kingdom,274,43985
559638,2021-07-11 12:17:00,17381.0,United Kingdom,264,25168
568145,2021-09-25 11:30:00,12388.0,Australia,478,82592
565372,2021-09-02 15:05:00,17090.0,United Kingdom,48,16272
577174,2021-11-18 10:58:00,17841.0,United Kingdom,135,31408
555194,2021-06-01 11:13:00,16422.0,United Kingdom,524,58836
548551,2021-04-01 08:56:00,14886.0,United Kingdom,160,36480
563909,2021-08-21 12:36:00,15701.0,United Kingdom,479,85700
555557,2021-06-05 14:06:00,13682.0,United Kingdom,10,5950
572443,2021-10-24 12:10:00,14145.0,United Kingdom,180,89100
559835,2021-07-13 10:08:00,13509.0,United Kingdom,1,1500
554712,2021-05-26 10:43:00,16873.0,United Kingdom,218,54688
557130,2021-06-17 08:09:00,14005.0,United Kingdom,270,14430
578294,2021-11-23 14:37:00,16790.0,United Kingdom,31,9145
545518,2021-03-03 12:24:00,18218.0,United Kingdom,358,30938
570188,2021-10-07 15:13:00,13763.0,United Kingdom,728,171496
564556,2021-08-25 19:48:00,12748.0,United Kingdom,18,6687
547718,2021-03-25 09:39:00,17450.0,United Kingdom,24,5760
563564,2021-08-17 14:11:00,16633.0,United Kingdom,162,46494
559108,2021-07-06 11:42:00,13094.0,United Kingdom,192,22368
568389,2021-09-27 10:06:00,12971.0,United Kingdom,76,16428
537871,2020-12-08 17:20:00,12748.0,United Kingdom,123,16709
571061,2021-10-13 14:33:00,Sin identificar,United Kingdom,392,304900
553048,2021-05-13 10:02:00,14291.0,United Kingdom,348,61208
576790,2021-11-16 13:59:00,12569.0,Germany,6,6775
575494,2021-11-10 09:08:00,17500.0,United Kingdom,7,28800
558762,2021-07-03 13:05:00,15023.0,United Kingdom,41,40618
573540,2021-10-31 12:51:00,Sin identificar,United Kingdom,2,1050
576191,2021-11-14 11:54:00,17377.0,United Kingdom,105,21361
580974,2021-12-06 15:17:00,14293.0,United Kingdom,282,30715
539993,2021-01-04 10:00:00,13313.0,United Kingdom,171,30730
579260,2021-11-29 08:41:00,14618.0,United Kingdom,143,25740
558894,2021-07-04 15:50:00,16344.0,United Kingdom,18,10110
574887,2021-11-07 14:13:00,13717.0,United Kingdom,212,18748
542729,2021-01-31 15:17:00,15194.0,United Kingdom,260,31557
555536,2021-06-05 12:28:00,17675.0,United Kingdom,86,23946
554465,2021-05-24 12:36:00,13534.0,United Kingdom,170,30080
544481,2021-02-21 10:36:00,18155.0,United Kingdom,91,11393
536698,2020-12-02 12:28:00,15363.0,United Kingdom,144,32600
553578,2021-05-18 10:39:00,13767.0,United Kingdom,136,35616
576774,2021-11-16 13:21:00,13131.0,United Kingdom,166,30110
540829,2021-01-11 14:38:00,13784.0,United Kingdom,156,11364
561896,2021-07-31 15:22:00,15819.0,United Kingdom,225,40833
579469,2021-11-29 15:00:00,13068.0,United Kingdom,100,17900
538814,2020-12-14 12:30:00,15983.0,United Kingdom,140,32472
538095,2020-12-09 14:55:00,17097.0,Spain,67,17472
554072,2021-05-22 11:24:00,13555.0,United Kingdom,463,61393
556127,2021-06-09 10:23:00,12406.0,Denmark,793,162125
546317,2021-03-11 09:07:00,14913.0,United Kingdom,484,31496
554705,2021-05-26 10:12:00,12910.0,United Kingdom,126,36438
579129,2021-11-28 12:31:00,17852.0,United Kingdom,15,4435
566021,2021-09-08 12:47:00,15306.0,United Kingdom,234,31245
569078,2021-09-30 11:41:00,14688.0,United Kingdom,137,23473
544917,2021-02-24 15:56:00,13751.0,United Kingdom,152,29625
572063,2021-10-20 12:57:00,14606.0,United Kingdom,68,11224
567667,2021-09-21 15:24:00,Sin identificar,United Kingdom,377,142740
564365,2021-08-24 16:46:00,Sin identificar,United Kingdom,41,11187
575603,2021-11-10 12:29:00,18125.0,United Kingdom,109,19785
550123,2021-04-14 12:39:00,Sin identificar,United Kingdom,320,32248
550278,2021-04-15 13:15:00,Sin identificar,United Kingdom,599,285779
563014,2021-08-11 12:17:00,13408.0,United Kingdom,228,38396
581266,2021-12-08 11:25:00,12621.0,Germany,992,118820
562201,2021-08-03 12:31:00,14527.0,United Kingdom,40,16672
580833,2021-12-06 11:41:00,16764.0,United Kingdom,96,20287
542863,2021-02-01 11:58:00,13494.0,United Kingdom,162,31626
